X,Y,OBJECTID,id,ask,bedrooms,title,address,posting_da,created_at,updated_at,source_id,survey_id,XCoord,YCoord,Loc_ID,geog_code,AREA,PERIMETER,HOOD_,HOOD_ID,HOOD_NAME
231264.287011886393884,904946.999238004209474,720,18294.00000000000,2700.00000000000,2.00000000000,"In the Heart of Davis Sq! 2 Large Bedrooms, New Kitchen&Bath, Pets Neg",,2015-10-29 19:21:12,2015-11-03 21:40:32.204066,2015-11-03 21:40:32.204066,0.00000000000,18.00000000000,231264.28701199999,904946.99923800002,0,231264.287012_904946.999238,8755078.92698,16630.09081,7,3,Davis Square
231259.650342986598844,904934.315621085232124,721,18295.00000000000,2700.00000000000,2.00000000000,"In the Heart of Davis Sq! 2 Large Bedrooms, New Kitchen&Bath, Pets Neg",,2015-10-29 16:05:37,2015-11-03 21:40:32.218025,2015-11-03 21:40:32.218025,0.00000000000,18.00000000000,231259.65034299999,904934.31562100002,0,231259.650343_904934.315621,8755078.92698,16630.09081,7,3,Davis Square
232131.104763794661267,904193.576983104576357,723,18307.00000000000,1750.00000000000,2.00000000000,Now~2 Bd~Nicely priced in Somerville~Laundry/Parking Included~Pet~,,2015-11-03 04:55:50,2015-11-03 21:40:42.779641,2015-11-03 21:40:42.779641,0.00000000000,18.00000000000,232131.10476399999,904193.57698300004,0,232131.104764_904193.576983,9834653.37944,14217.37817,11,9,Spring Hill
232145.068955683062086,904219.077887394349091,724,18327.00000000000,2850.00000000000,2.00000000000,Brand New Renovation on Spring Hill,,2015-10-28 15:46:21,2015-11-03 21:40:42.972705,2015-11-03 21:40:42.972705,0.00000000000,18.00000000000,232145.06895600000,904219.07788700005,0,232145.068956_904219.077887,9834653.37944,14217.37817,11,9,Spring Hill
233588.527791601460194,903296.659851347096264,736,18457.00000000000,2600.00000000000,2.00000000000,"AWESOME 2BR 10 Min Walk to Harvard Univ. Laundry,Gorgeous Balcony View",,2015-11-03 18:20:17,2015-11-03 21:41:15.498883,2015-11-03 21:41:15.498883,0.00000000000,18.00000000000,233588.52779200001,903296.65985099995,0,233588.527792_903296.659851,24898652.96673,31584.12208,13,11,Ward Two / Cobble Hill
232472.401561205246253,904857.064799861400388,755,18727.00000000000,1700.00000000000,2.00000000000,"Spacious 2 Bed, Yard, Small Dogs OK, Yard, Avail 11/1",,2015-11-03 16:04:55,2015-11-03 21:42:31.246311,2015-11-03 21:42:31.246311,0.00000000000,18.00000000000,232472.40156100001,904857.06480000005,0,232472.401561_904857.0648,6232546.13042,14043.14751,9,7,Magoun / Albion
232486.445510317047592,904882.566798822605051,756,18729.00000000000,1750.00000000000,2.00000000000,Somerville/ Nice 2 Bed /1 Car Parking /2ND Floor /Small Dog /Laundry,,2015-11-03 12:33:38,2015-11-03 21:42:31.265896,2015-11-03 21:42:31.265896,0.00000000000,18.00000000000,232486.44550999999,904882.56679900002,0,232486.44551_904882.566799,6232546.13042,14043.14751,9,7,Magoun / Albion
232477.00630273038405,904876.191648454405367,757,18731.00000000000,1700.00000000000,2.00000000000,Somerville/ Nice 2 Bed /1 Car Parking /2ND Fl /Small Dog OK /Magoun Sq,,2015-11-03 12:05:46,2015-11-03 21:42:31.277703,2015-11-03 21:42:31.277703,0.00000000000,18.00000000000,232477.00630300000,904876.19164800004,0,232477.006303_904876.191648,6232546.13042,14043.14751,9,7,Magoun / Albion
232519.815580769907683,904806.299021918559447,758,18741.00000000000,1600.00000000000,2.00000000000,"Somerville, walk to davis sq. Porter sq. Bike path, 2 bedrooms,parking",,2015-11-02 11:38:55,2015-11-03 21:42:31.345834,2015-11-03 21:42:31.345834,0.00000000000,18.00000000000,232519.81558100000,904806.29902200005,0,232519.815581_904806.299022,6232546.13042,14043.14751,9,7,Magoun / Albion
232472.343011039076373,904869.727513519464992,759,18750.00000000000,1750.00000000000,2.00000000000,Now or Nov 1st 2bed Somerville Laundry and Parking,,2015-10-30 02:05:21,2015-11-03 21:42:31.399398,2015-11-03 21:42:31.399398,0.00000000000,18.00000000000,232472.34301099999,904869.72751400003,0,232472.343011_904869.727514,6232546.13042,14043.14751,9,7,Magoun / Albion
231664.445959338685498,905146.068030151538551,762,18795.00000000000,2500.00000000000,2.00000000000,"60"" Flat Screen TV!! Walk to Davis, Parking, Laundry In Unit, Man Cave",,2015-11-03 02:58:59,2015-11-03 21:42:47.629782,2015-11-03 21:42:47.629782,0.00000000000,18.00000000000,231664.44595900000,905146.06802999997,0,231664.445959_905146.06803,5164364.67909,9614.32488,8,4,Powder House
231683.127499257912859,905184.363405162235722,763,18798.00000000000,2600.00000000000,2.00000000000,"Large 2 beds, Davis Sq, parking, laundry, media room and office",,2015-10-31 17:13:42,2015-11-03 21:42:47.648464,2015-11-03 21:42:47.648464,0.00000000000,18.00000000000,231683.12749899999,905184.36340499995,0,231683.127499_905184.363405,5164364.67909,9614.32488,8,4,Powder House
231664.531603000679752,905127.073938637622632,764,18802.00000000000,2600.00000000000,2.00000000000,"Large 2 beds, Davis Sq, parking, laundry, media room and office",,2015-10-30 02:07:12,2015-11-03 21:42:47.690483,2015-11-03 21:42:47.690483,0.00000000000,18.00000000000,231664.53160300001,905127.07393900002,0,231664.531603_905127.073939,5164364.67909,9614.32488,8,4,Powder House
231678.49559767820756,905152.5739651247859,765,18803.00000000000,2600.00000000000,2.00000000000,"Large 2 beds, Davis Sq, parking, laundry, media room and office",,2015-10-30 02:05:14,2015-11-03 21:42:47.696684,2015-11-03 21:42:47.696684,0.00000000000,18.00000000000,231678.49559800001,905152.57396499999,0,231678.495598_905152.573965,5164364.67909,9614.32488,8,4,Powder House
231292.467828599998029,904979.00435278378427,766,18804.00000000000,2600.00000000000,2.00000000000,"In the Heart of Davis Sq! 2 Large Bedrooms, New Kitchen&Bath, Pets Neg",,2015-11-03 02:55:15,2015-11-03 21:42:52.929323,2015-11-03 21:42:52.929323,0.00000000000,18.00000000000,231292.46782900000,904979.00435299997,0,231292.467829_904979.004353,8755078.92698,16630.09081,7,3,Davis Square
232448.25331633805763,903953.216867086477578,767,18810.00000000000,2350.00000000000,2.00000000000,"Furnished 2 bed in Spring Hill with parking, utilities, laundry,",,2015-11-03 15:27:27,2015-11-03 21:42:58.205927,2015-11-03 21:42:58.205927,0.00000000000,18.00000000000,232448.25331599999,903953.21686699998,0,232448.253316_903953.216867,9834653.37944,14217.37817,11,9,Spring Hill
232476.639253751753131,903940.574022877495736,768,18811.00000000000,2350.00000000000,2.00000000000,"Furnished 2 bed in Spring Hill with parking, utilities, laundry,",,2015-11-03 02:52:16,2015-11-03 21:42:58.222165,2015-11-03 21:42:58.222165,0.00000000000,18.00000000000,232476.63925400001,903940.57402299996,0,232476.639254_903940.574023,9834653.37944,14217.37817,11,9,Spring Hill
233425.377667741384357,903868.71386232227087,822,19411.00000000000,1850.00000000000,2.00000000000,Prospect Hill/Union Square Somerville 2 Bedroom,,2015-11-03 01:41:46,2015-11-03 21:46:26.82559,2015-11-03 21:46:26.82559,0.00000000000,18.00000000000,233425.37766800000,903868.71386200003,0,233425.377668_903868.713862,5365409.40627,9304.23833,4,12,Prospect Hill
232584.196440963161876,904151.121857578633353,898,20099.00000000000,1625.00000000000,2.00000000000,"Deal Alert! Spacious Spring Hill 2bd w/EIK, HWF & Laundry!",,2015-11-03 19:31:29,2015-11-03 21:52:59.119509,2015-11-03 21:52:59.119509,0.00000000000,18.00000000000,232584.19644100001,904151.12185800006,0,232584.196441_904151.121858,2531078.48422,8784.65651,12,10,Central Hill
231224.512093480705516,905411.464883031789213,900,20149.00000000000,2300.00000000000,2.00000000000,Excellent 2 BR in DAVIS SQ!! Heat/HW + 2 Parking Included ~ Nov 15th!!,,2015-11-03 21:04:14,2015-11-03 21:53:09.892635,2015-11-03 21:53:09.892635,0.00000000000,18.00000000000,231224.51209300000,905411.46488300001,0,231224.512093_905411.464883,5164364.67909,9614.32488,8,4,Powder House
231267.0786487510195,905392.548721146187745,901,20154.00000000000,2500.00000000000,2.00000000000,***SUNDRENCHED Apt**In DAVIS SQUARE**3 Mins 2 RED LINE**TOP FLOOR***,,2015-11-03 04:46:41,2015-11-03 21:53:09.926204,2015-11-03 21:53:09.926204,0.00000000000,18.00000000000,231267.07864900000,905392.54872099997,0,231267.078649_905392.548721,5164364.67909,9614.32488,8,4,Powder House
231276.492318439413793,905386.25914775300771,902,20155.00000000000,2500.00000000000,2.00000000000,***SUNDRENCHED Apt**In DAVIS SQUARE**3 Mins 2 RED LINE**TOP FLOOR***,,2015-11-02 23:09:05,2015-11-03 21:53:09.932871,2015-11-03 21:53:09.932871,0.00000000000,18.00000000000,231276.49231800000,905386.25914800004,0,231276.492318_905386.259148,5164364.67909,9614.32488,8,4,Powder House
231276.464119334967108,905392.590516556287184,903,20166.00000000000,2500.00000000000,2.00000000000,***SUNDRENCHED Apt**In DAVIS SQUARE**3 Mins 2 RED LINE**TOP FLOOR***,,2015-11-01 23:34:06,2015-11-03 21:53:10.0272,2015-11-03 21:53:10.0272,0.00000000000,18.00000000000,231276.46411900001,905392.59051699995,0,231276.464119_905392.590517,5164364.67909,9614.32488,8,4,Powder House
231248.197205103148008,905398.796170627465472,904,20169.00000000000,2500.00000000000,2.00000000000,***SUNDRENCHED Apt**In DAVIS SQUARE**3 Mins 2 RED LINE**TOP FLOOR***,,2015-11-01 15:50:47,2015-11-03 21:53:10.043717,2015-11-03 21:53:10.043717,0.00000000000,18.00000000000,231248.19720500000,905398.79617099999,0,231248.197205_905398.796171,5164364.67909,9614.32488,8,4,Powder House
231262.303584760054946,905392.527461629593745,905,20174.00000000000,2500.00000000000,2.00000000000,***SUNDRENCHED Apt**In DAVIS SQUARE**3 Mins 2 RED LINE**TOP FLOOR***,,2015-10-30 17:07:22,2015-11-03 21:53:10.07523,2015-11-03 21:53:10.07523,0.00000000000,18.00000000000,231262.30358499999,905392.52746200003,0,231262.303585_905392.527462,5164364.67909,9614.32488,8,4,Powder House
231214.8744693104818,905449.633162101497874,906,20179.00000000000,2300.00000000000,2.00000000000,Big Sunny 2 Bedroom In Davis Sq Includes Heat Hot Water & Parking,,2015-10-29 21:23:54,2015-11-03 21:53:10.109469,2015-11-03 21:53:10.109469,0.00000000000,18.00000000000,231214.87446900000,905449.63316199998,0,231214.874469_905449.633162,8755078.92698,16630.09081,7,3,Davis Square
233381.772623308526818,905090.373147753882222,908,20182.00000000000,1750.00000000000,2.00000000000,{{{{HALF FEE}}}}}   2 bed in Somerville... HUGE SPACE!!! Bright!,,2015-11-02 23:06:33,2015-11-03 21:53:20.588163,2015-11-03 21:53:20.588163,0.00000000000,18.00000000000,233381.77262300000,905090.37314799998,0,233381.772623_905090.373148,10083513.92694,13786.53580,3,5,Ten Hills
233117.616466049919836,904083.637226409045979,910,20221.00000000000,1800.00000000000,2.00000000000,**RENOVATED Apt**In SPRING HILL***Easy Bus 2 DAVIS SQUARE**7 Mins 2 UNION SQ,,2015-11-03 20:44:38,2015-11-03 21:53:47.094855,2015-11-03 21:53:47.094855,0.00000000000,18.00000000000,233117.61646600001,904083.63722599996,0,233117.616466_904083.637226,2531078.48422,8784.65651,12,10,Central Hill
230684.462066858453909,905930.932878777734004,915,20246.00000000000,1700.00000000000,2.00000000000,***LOVELY Apt**10 Mins 2 DAVIS SQUARE**In TEELE SQUARE**ELECTRICITY INCLD,,2015-11-03 21:29:08,2015-11-03 21:54:03.11973,2015-11-03 21:54:03.11973,0.00000000000,18.00000000000,230684.46206699999,905930.93287899997,0,230684.462067_905930.932879,9787564.58193,17807.41102,6,1,West Somerville
231702.498309058399172,905069.928565456182696,926,20304.00000000000,2100.00000000000,2.00000000000,Heat included - Walk to Davis and Porter Squares...On Bike Path,,2015-11-03 02:41:41,2015-11-03 21:54:45.334298,2015-11-03 21:54:45.334298,0.00000000000,18.00000000000,231702.49830899999,905069.92856499995,0,231702.498309_905069.928565,5164364.67909,9614.32488,8,4,Powder House
233495.516358827881049,903009.855370934470557,934,20397.00000000000,1875.00000000000,2.00000000000,"2 bed/ 1 bad, heart of union sq, in unit laundry, parking and bakcyard",,2015-11-02 22:45:48,2015-11-03 21:55:27.759861,2015-11-03 21:55:27.759861,0.00000000000,18.00000000000,233495.51635900000,903009.85537100001,0,233495.516359_903009.855371,24898652.96673,31584.12208,13,11,Ward Two / Cobble Hill
232781.928029786417028,904234.795586597057991,937,20494.00000000000,2100.00000000000,2.00000000000,"Spacious 2BD, HT/HW Incl, Parking, 10 min to T, Laundry, DW/D",,2015-10-29 21:32:30,2015-11-03 21:55:44.172645,2015-11-03 21:55:44.172645,0.00000000000,18.00000000000,232781.92803000001,904234.79558699997,0,232781.92803_904234.795587,2531078.48422,8784.65651,12,10,Central Hill
230483.35979828046402,905548.16778041375801,938,20515.00000000000,2200.00000000000,2.00000000000,"2 Bed/1 Bath, Laundry, Porch, Yard, Eik, Avl NOW, Teele Sq!!",,2015-11-02 22:45:01,2015-11-03 21:55:49.523296,2015-11-03 21:55:49.523296,0.00000000000,18.00000000000,230483.35979799999,905548.16778000002,0,230483.359798_905548.16778,9787564.58193,17807.41102,6,1,West Somerville
232709.110508131067036,903674.397708182455972,943,20599.00000000000,1750.00000000000,2.00000000000,Fantastic 2 Bedroom Townhouse*Near everything*MBTA*Highland Ave close,,2015-11-03 21:08:42,2015-11-03 21:56:21.589977,2015-11-03 21:56:21.589977,0.00000000000,18.00000000000,232709.11050800001,903674.39770800003,0,232709.110508_903674.397708,9834653.37944,14217.37817,11,9,Spring Hill
233422.106720702344319,904556.053466063924134,946,20671.00000000000,2050.00000000000,2.00000000000,"Lovely 2BD/1 Ba, Sunny, Spacious, Laundry, 9/1",,2015-11-02 22:44:32,2015-11-03 21:56:37.717785,2015-11-03 21:56:37.717785,0.00000000000,18.00000000000,233422.10672099999,904556.05346600001,0,233422.106721_904556.053466,8985314.92405,14402.35155,10,8,Winter Hill
230995.243361588974949,906059.594344017212279,947,20678.00000000000,2000.00000000000,2.00000000000,"Large 2 BD, Walk to Davis Sq, Free Laundry, Pets Negotiable",,2015-11-03 02:16:15,2015-11-03 21:56:43.00988,2015-11-03 21:56:43.00988,0.00000000000,18.00000000000,230995.24336200001,906059.59434399998,0,230995.243362_906059.594344,6265762.51681,11750.35174,2,2,Tufts
232773.372362227470148,904056.585479954956099,948,20703.00000000000,1625.00000000000,2.00000000000,Quick to Union Sq. ** Big EIK + Dining Rm ** Hardwood Floors,,2015-11-01 16:26:41,2015-11-03 21:56:58.845361,2015-11-03 21:56:58.845361,0.00000000000,18.00000000000,232773.37236199999,904056.58548000001,0,232773.372362_904056.58548,9834653.37944,14217.37817,11,9,Spring Hill
232499.889564791868906,904023.43512898334302,952,20782.00000000000,2300.00000000000,2.00000000000,2 beds - 2 PARKING SPOTS !! *** Close to DAVIS and PORTER SQ !! ***,,2015-10-31 21:09:25,2015-11-03 21:57:41.232433,2015-11-03 21:57:41.232433,0.00000000000,18.00000000000,232499.88956499999,904023.43512899999,0,232499.889565_904023.435129,9834653.37944,14217.37817,11,9,Spring Hill
232518.746510316384956,904023.522408954799175,953,20783.00000000000,1900.00000000000,2.00000000000,GORGEOUS 2 BED SoMeRvIlLe !!!! ~~~ HEAT/HW INC. !!!,,2015-10-31 16:51:19,2015-11-03 21:57:41.238752,2015-11-03 21:57:41.238752,0.00000000000,18.00000000000,232518.74651000000,904023.52240899997,0,232518.74651_904023.522409,9834653.37944,14217.37817,11,9,Spring Hill
232406.927086619572947,904735.797560388222337,958,20859.00000000000,1900.00000000000,2.00000000000,(    [    [ ( { Somerville/Ball Square 2 Bedroom  } ) ]    ]    ),,2015-11-03 21:18:16,2015-11-03 21:58:02.663369,2015-11-03 21:58:02.663369,0.00000000000,18.00000000000,232406.92708699999,904735.79755999998,0,232406.927087_904735.79756,6232546.13042,14043.14751,9,7,Magoun / Albion
232421.059204403340118,904742.305355260730721,959,20864.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-11-03 18:03:35,2015-11-03 21:58:02.705685,2015-11-03 21:58:02.705685,0.00000000000,18.00000000000,232421.05920399999,904742.30535499996,0,232421.059204_904742.305355,6232546.13042,14043.14751,9,7,Magoun / Albion
232397.458401826384943,904735.753874266054481,960,20868.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-11-02 19:48:38,2015-11-03 21:58:02.73007,2015-11-03 21:58:02.73007,0.00000000000,18.00000000000,232397.45840199999,904735.75387400005,0,232397.458402_904735.753874,6232546.13042,14043.14751,9,7,Magoun / Albion
232411.678700337361079,904723.156507636420429,961,20869.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-11-02 17:55:14,2015-11-03 21:58:02.736211,2015-11-03 21:58:02.736211,0.00000000000,18.00000000000,232411.67869999999,904723.15650799999,0,232411.6787_904723.156508,6232546.13042,14043.14751,9,7,Magoun / Albion
232421.000747778598452,904754.968066296074539,962,20870.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-11-02 17:20:45,2015-11-03 21:58:02.742978,2015-11-03 21:58:02.742978,0.00000000000,18.00000000000,232421.00074799999,904754.96806600003,0,232421.000748_904754.968066,6232546.13042,14043.14751,9,7,Magoun / Albion
232416.395771339215571,904735.841259277891368,963,20871.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-11-02 14:40:55,2015-11-03 21:58:02.749044,2015-11-03 21:58:02.749044,0.00000000000,18.00000000000,232416.39577100001,904735.84125900001,0,232416.395771_904735.841259,6232546.13042,14043.14751,9,7,Magoun / Albion
232435.045090669649653,904780.46995700057596,964,20872.00000000000,2995.00000000000,2.00000000000,2 Baths**On Somerville Bike Path** PET FRIENDLY--W&D--Luxury Amenities,,2015-11-02 13:37:52,2015-11-03 21:58:02.755121,2015-11-03 21:58:02.755121,0.00000000000,18.00000000000,232435.04509100001,904780.46995699999,0,232435.045091_904780.469957,8985314.92405,14402.35155,10,8,Winter Hill
232411.620260787429288,904735.819218242540956,965,20873.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-11-01 20:48:13,2015-11-03 21:58:02.760178,2015-11-03 21:58:02.760178,0.00000000000,18.00000000000,232411.62026100000,904735.81921800005,0,232411.620261_904735.819218,6232546.13042,14043.14751,9,7,Magoun / Albion
232392.853348273929441,904716.627083451021463,966,20874.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-11-01 20:39:26,2015-11-03 21:58:02.766049,2015-11-03 21:58:02.766049,0.00000000000,18.00000000000,232392.85334800000,904716.62708300003,0,232392.853348_904716.627083,6232546.13042,14043.14751,9,7,Magoun / Albion
232388.218558359425515,904703.942727844347246,967,20875.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-11-01 20:21:32,2015-11-03 21:58:02.772237,2015-11-03 21:58:02.772237,0.00000000000,18.00000000000,232388.21855799999,904703.94272799999,0,232388.218558_904703.942728,6232546.13042,14043.14751,9,7,Magoun / Albion
232421.029976091202116,904748.636710727354512,968,20877.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-11-01 18:27:37,2015-11-03 21:58:02.784041,2015-11-03 21:58:02.784041,0.00000000000,18.00000000000,232421.02997599999,904748.63671100000,0,232421.029976_904748.636711,6232546.13042,14043.14751,9,7,Magoun / Albion
232392.882551049755421,904710.295728273224086,969,20879.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-11-01 16:27:55,2015-11-03 21:58:02.795573,2015-11-03 21:58:02.795573,0.00000000000,18.00000000000,232392.88255099999,904710.29572800000,0,232392.882551_904710.295728,6232546.13042,14043.14751,9,7,Magoun / Albion
232425.723141679132823,904748.658378005260602,970,20880.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-10-31 20:42:33,2015-11-03 21:58:02.801465,2015-11-03 21:58:02.801465,0.00000000000,18.00000000000,232425.72314200000,904748.65837800002,0,232425.723142_904748.658378,6232546.13042,14043.14751,9,7,Magoun / Albion
232425.664676591637544,904761.321089169359766,971,20882.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-10-31 17:14:34,2015-11-03 21:58:02.812206,2015-11-03 21:58:02.812206,0.00000000000,18.00000000000,232425.66467699999,904761.32108899998,0,232425.664677_904761.321089,8985314.92405,14402.35155,10,8,Winter Hill
232383.584263691038359,904691.147299239994027,972,20884.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-10-31 14:32:54,2015-11-03 21:58:02.823144,2015-11-03 21:58:02.823144,0.00000000000,18.00000000000,232383.58426400000,904691.14729899995,0,232383.584264_904691.147299,6232546.13042,14043.14751,9,7,Magoun / Albion
232425.752374222269282,904742.327022558427416,973,20885.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-10-31 14:23:35,2015-11-03 21:58:02.828782,2015-11-03 21:58:02.828782,0.00000000000,18.00000000000,232425.75237400000,904742.32702299999,0,232425.752374_904742.327023,6232546.13042,14043.14751,9,7,Magoun / Albion
232416.366034555248916,904742.283691100077704,974,20886.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-10-31 14:17:54,2015-11-03 21:58:02.834318,2015-11-03 21:58:02.834318,0.00000000000,18.00000000000,232416.36603500001,904742.28369099996,0,232416.366035_904742.283691,6232546.13042,14043.14751,9,7,Magoun / Albion
232435.01533658648259,904786.912389348144643,975,20887.00000000000,3040.00000000000,2.00000000000,"Beautiful sunny unit W&D, Fitness Center, Private Balcony-Davis Square",,2015-10-30 02:08:11,2015-11-03 21:58:02.840669,2015-11-03 21:58:02.840669,0.00000000000,18.00000000000,232435.01533699999,904786.91238899995,0,232435.015337_904786.912389,8985314.92405,14402.35155,10,8,Winter Hill
232369.305076508026104,904716.518508759676479,976,20888.00000000000,3040.00000000000,2.00000000000,"Beautiful sunny unit W&D, Fitness Center, Private Balcony-Davis Square",,2015-10-30 02:07:06,2015-11-03 21:58:02.846787,2015-11-03 21:58:02.846787,0.00000000000,18.00000000000,232369.30507700000,904716.51850899996,0,232369.305077_904716.518509,6232546.13042,14043.14751,9,7,Magoun / Albion
232388.277467702137074,904691.168941493029706,977,20891.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-10-29 19:35:03,2015-11-03 21:58:02.863618,2015-11-03 21:58:02.863618,0.00000000000,18.00000000000,232388.27746799999,904691.16894100001,0,232388.277468_904691.168941,6232546.13042,14043.14751,9,7,Magoun / Albion
232407.044461347337347,904710.361063021584414,978,20893.00000000000,1750.00000000000,2.00000000000,"2 Bd, Parking Included, Photos",,2015-10-28 18:27:07,2015-11-03 21:58:02.877976,2015-11-03 21:58:02.877976,0.00000000000,18.00000000000,232407.04446100001,904710.36106300005,0,232407.044461_904710.361063,6232546.13042,14043.14751,9,7,Magoun / Albion
231539.02745198138291,905756.54857314331457,980,20907.00000000000,2500.00000000000,2.00000000000,Modern Kitchen & Bath- Big Bedrooms - Open Floor Plan- Private Deck,,2015-11-03 15:20:28,2015-11-03 21:58:08.282788,2015-11-03 21:58:08.282788,0.00000000000,18.00000000000,231539.02745200001,905756.54857300001,0,231539.027452_905756.548573,6265762.51681,11750.35174,2,2,Tufts
231577.046719798439881,905686.73970175429713,981,20908.00000000000,2100.00000000000,2.00000000000,***LOVELY Apt**5 Mins 2 DAVIS SQUARE**In Powder House Circle**H/HW INCLD,,2015-11-03 15:11:25,2015-11-03 21:58:08.288792,2015-11-03 21:58:08.288792,0.00000000000,18.00000000000,231577.04672000001,905686.73970200005,0,231577.04672_905686.739702,5164364.67909,9614.32488,8,4,Powder House
231539.227511046541622,905712.006813165498897,982,20915.00000000000,2200.00000000000,2.00000000000,Ã¢Â˜Â…WALK TO DAVIS SQ FROM SUNNY 2 BED W HEAT & HOT WATER INCL!,,2015-11-03 00:09:19,2015-11-03 21:58:08.333699,2015-11-03 21:58:08.333699,0.00000000000,18.00000000000,231539.22751100000,905712.00681299996,0,231539.227511_905712.006813,6265762.51681,11750.35174,2,2,Tufts
233791.2718332716031,904309.558837040094659,983,20980.00000000000,1900.00000000000,2.00000000000,"2 Bed/1 Bath, in-unit W/D, 1 Parking incl, Deck, Yard, Patio, Avl NOW!",,2015-11-02 22:43:08,2015-11-03 21:58:19.186693,2015-11-03 21:58:19.186693,0.00000000000,18.00000000000,233791.27183300001,904309.55883700005,0,233791.271833_904309.558837,8985314.92405,14402.35155,10,8,Winter Hill
232224.459883427945897,903373.023184113670141,987,21045.00000000000,2100.00000000000,2.00000000000,Huge Inman Sq Updated 2BD/1BA with Garage Parking Included,,2015-11-02 22:42:24,2015-11-03 21:58:45.784004,2015-11-03 21:58:45.784004,0.00000000000,18.00000000000,232224.45988300000,903373.02318400005,0,232224.459883_903373.023184,24898652.96673,31584.12208,13,11,Ward Two / Cobble Hill
232832.322909738810267,903547.676544588292018,991,21065.00000000000,1750.00000000000,2.00000000000,Renovated Union Square 2bd w/Heat/Hot Included!,,2015-11-03 19:33:08,2015-11-03 21:59:01.693273,2015-11-03 21:59:01.693273,0.00000000000,18.00000000000,232832.32290999999,903547.67654500005,0,232832.32291_903547.676545,24898652.96673,31584.12208,13,11,Ward Two / Cobble Hill
232846.368218139657984,903573.179193732561544,992,21074.00000000000,1750.00000000000,2.00000000000,( ({ [( Union Sq 2 bedroom with Heat and Hot Water Included )] }) ),,2015-11-02 17:51:01,2015-11-03 21:59:01.746667,2015-11-03 21:59:01.746667,0.00000000000,18.00000000000,232846.36821799999,903573.17919399997,0,232846.368218_903573.179194,5365409.40627,9304.23833,4,12,Prospect Hill
232841.674267014255747,903573.157245354144834,993,21096.00000000000,1800.00000000000,2.00000000000,([ (    (Union Sq 2 bedroom with Heat and Hot Water Included)    ) ]),,2015-10-28 20:31:38,2015-11-03 21:59:01.873877,2015-11-03 21:59:01.873877,0.00000000000,18.00000000000,232841.67426699999,903573.15724500001,0,232841.674267_903573.157245,5365409.40627,9304.23833,4,12,Prospect Hill
232693.702535761432955,903941.581039556767792,995,21164.00000000000,2300.00000000000,2.00000000000,2 beds - 2 PARKING SPOTS !! *** Close to DAVIS and PORTER SQ !! ***,,2015-10-30 16:06:56,2015-11-03 21:59:17.999925,2015-11-03 21:59:17.999925,0.00000000000,18.00000000000,232693.70253600000,903941.58103999996,0,232693.702536_903941.58104,9834653.37944,14217.37817,11,9,Spring Hill
233521.220897272578441,904543.751771504525095,996,21168.00000000000,2.00000000000,2.00000000000,2 bed 1 bath available for rent - Somerville - Laundry in unit,,2015-11-03 18:38:36,2015-11-03 21:59:23.360056,2015-11-03 21:59:23.360056,0.00000000000,18.00000000000,233521.22089699999,904543.75177199999,0,233521.220897_904543.751772,8985314.92405,14402.35155,10,8,Winter Hill
233614.45993831922533,903780.531142543302849,997,21217.00000000000,1500.00000000000,2.00000000000,"Newly renovated 2 bedroom apartment, Sunny, Clean, Cozy- October 1st",,2015-11-02 22:41:12,2015-11-03 21:59:28.988512,2015-11-03 21:59:28.988512,0.00000000000,18.00000000000,233614.45993800001,903780.53114300000,0,233614.459938_903780.531143,5365409.40627,9304.23833,4,12,Prospect Hill
232033.647470084688393,903824.017691285931505,1001,21271.00000000000,2100.00000000000,2.00000000000,11/1~2BR Near Porter Sq H/HW/Parking~Incl~Laundry~Roof Deck!,,2015-11-03 04:55:56,2015-11-03 22:00:00.715762,2015-11-03 22:00:00.715762,0.00000000000,18.00000000000,232033.64747000000,903824.01769100002,0,232033.64747_903824.017691,9834653.37944,14217.37817,11,9,Spring Hill
