X,Y,OBJECTID,id,ask,bedrooms,title,address,posting_da,created_at,updated_at,source_id,survey_id,XCoord,YCoord,Loc_ID,geog_code,OBJECTID_2,Name,Acres,SHAPE_area,SHAPE_len
233384.08643175434554,897650.596341589814983,17,12791.00000000000,2300.00000000000,2.00000000000,Amazing 2 Bedroom in Fort Hill,,2015-11-03 20:30:03,2015-11-03 20:55:00.048113,2015-11-03 20:55:00.048113,0.00000000000,18.00000000000,233384.08643200001,897650.59634199995,0,233384.086432_897650.596342,9,Roxbury,2108.46063789,91844545.38639999926,49488.80048470000
235780.969721631117864,895288.445400946307927,24,12827.00000000000,2900.00000000000,2.00000000000,BEAUTEOUS 2BR/1.5BATH UNIT-Central A/C-H&HW Included-Bamboo HW Floors-,,2015-11-03 20:26:48,2015-11-03 20:55:31.709057,2015-11-03 20:55:31.709057,0.00000000000,18.00000000000,235780.96972200001,895288.44540099998,0,235780.969722_895288.445401,22,Dorchester,4662.86080579,203114216.70800000429,104344.03400499999
228721.756466387712862,900296.632977894623764,26,12838.00000000000,1900.00000000000,2.00000000000,Nice 2 Bedroom in Brighton,,2015-11-03 20:23:22,2015-11-03 20:55:47.47199,2015-11-03 20:55:47.47199,0.00000000000,18.00000000000,228721.75646599999,900296.63297799998,0,228721.756466_900296.632978,18,Brighton,1840.40123464,80167877.77959999442,48787.51965150000
228406.301148176804418,898926.988950610975735,27,12873.00000000000,1900.00000000000,2.00000000000,Beautiful 2 beds apartment on Cleveland Circle for rent,,2015-11-02 18:05:50,2015-11-03 20:55:53.255298,2015-11-03 20:55:53.255298,0.00000000000,18.00000000000,228406.30114800000,898926.98895100004,0,228406.301148_898926.988951,18,Brighton,1840.40123464,80167877.77959999442,48787.51965150000
234475.894741302996408,899386.898100656690076,39,12955.00000000000,3400.00000000000,2.00000000000,Sunny 2 bed 1.5 bath Ã¢Â˜Â… Saint Botolph / Symphony Subway,,2015-11-02 15:23:52,2015-11-03 20:56:46.187766,2015-11-03 20:56:46.187766,0.00000000000,18.00000000000,234475.89474100000,899386.89810100000,0,234475.894741_899386.898101,11,Back Bay,399.31281380,17394066.16970000044,19455.67114640000
237021.676481295697158,898292.512353332480416,40,12967.00000000000,2200.00000000000,2.00000000000,South Boston 2 bed w/ ROOF DECK,,2015-11-03 20:13:50,2015-11-03 20:57:01.969731,2015-11-03 20:57:01.969731,0.00000000000,18.00000000000,237021.67648100000,898292.51235300000,0,237021.676481_898292.512353,24,South Boston,1439.88304775,62721305.55950000137,64998.42028300000
237002.737493900262052,898305.075488918926567,41,12968.00000000000,2000.00000000000,2.00000000000,Great South Boston Two Bedroom,,2015-10-28 13:27:53,2015-11-03 20:57:01.976788,2015-11-03 20:57:01.976788,0.00000000000,18.00000000000,237002.73749400000,898305.07548899995,0,237002.737494_898305.075489,24,South Boston,1439.88304775,62721305.55950000137,64998.42028300000
237001.699072505318327,898502.344025918515399,43,12983.00000000000,2700.00000000000,2.00000000000,"Beautiful pet friendly condo in Southie. Central AC, Deck, New LISTING",,2015-11-03 20:09:28,2015-11-03 20:57:12.513694,2015-11-03 20:57:12.513694,0.00000000000,18.00000000000,237001.69907300000,898502.34402600001,0,237001.699073_898502.344026,24,South Boston,1439.88304775,62721305.55950000137,64998.42028300000
237043.85299031692557,898572.656102507025935,44,12985.00000000000,1900.00000000000,2.00000000000,Ã¢ÂœÂ« Perfect 2 Bed in an Amazing Southie Location!,,2015-11-01 20:37:26,2015-11-03 20:57:12.541961,2015-11-03 20:57:12.541961,0.00000000000,18.00000000000,237043.85299000001,898572.65610300004,0,237043.85299_898572.656103,24,South Boston,1439.88304775,62721305.55950000137,64998.42028300000
237058.396786263387185,898502.64271130040288,45,12987.00000000000,2000.00000000000,2.00000000000,Broadway Red Line * TWO BEDROOM * West 5th Street,,2015-10-30 01:10:14,2015-11-03 20:57:12.573971,2015-11-03 20:57:12.573971,0.00000000000,18.00000000000,237058.39678600000,898502.64271100005,0,237058.396786_898502.642711,24,South Boston,1439.88304775,62721305.55950000137,64998.42028300000
237001.665160088188713,898508.786355539807118,46,12988.00000000000,2800.00000000000,2.00000000000,Southie 2 bed 1.5 Bath Condo for rent.  Pet friendly.  Recently renovated,,2015-10-27 23:30:57,2015-11-03 20:57:12.582068,2015-11-03 20:57:12.582068,0.00000000000,18.00000000000,237001.66516000000,898508.78635600000,0,237001.66516_898508.786356,24,South Boston,1439.88304775,62721305.55950000137,64998.42028300000
232871.872455617645755,898119.150251707644202,47,12997.00000000000,3240.00000000000,2.00000000000,Gorgeous Renovated 2 Bed/1Bath - Close to LMA - Steps from MBTA - Gym,,2015-10-27 13:38:06,2015-11-03 20:57:23.093308,2015-11-03 20:57:23.093308,0.00000000000,18.00000000000,232871.87245600001,898119.15025199996,0,232871.872456_898119.150252,3,Mission Hill,350.85216018,15283120.09759999998,17918.72411350000
234383.053075498522958,899061.87433059909381,48,12998.00000000000,2800.00000000000,2.00000000000,South End... Mass. Ave. . .Floor Thru 2 bed w/ Roof Deck avail 12-1!!,,2015-11-03 20:25:17,2015-11-03 20:57:28.332576,2015-11-03 20:57:28.332576,0.00000000000,18.00000000000,234383.05307500000,899061.87433100003,0,234383.053075_899061.874331,10,South End,471.53346946,20539997.92980000004,17912.33356950000
230464.459443262341665,893564.15826714981813,49,13001.00000000000,1800.00000000000,2.00000000000,Charming Two Bed nestled in Peters Hill Roslindale!,,2015-11-03 20:23:23,2015-11-03 20:57:33.592447,2015-11-03 20:57:33.592447,0.00000000000,18.00000000000,230464.45944300000,893564.15826699999,0,230464.459443_893564.158267,1,Roslindale,1605.56181523,69938272.67229999602,53563.91259710000
227610.669761471508536,894729.78460141713731,51,13012.00000000000,1800.00000000000,2.00000000000,"** 2-BED / 2-BATH with Parking, only $1800!  NO FEE! **",,2015-11-03 20:04:02,2015-11-03 20:57:44.119537,2015-11-03 20:57:44.119537,0.00000000000,18.00000000000,227610.66976100000,894729.78460100002,0,227610.669761_894729.784601,19,West Roxbury,3516.40772050,153174720.30399999022,66067.41983820000
227601.187586130748969,894729.747381837805733,52,13013.00000000000,1850.00000000000,2.00000000000,"** 2-BED / 2-BATH with Parking, only $1800!  NO FEE! **",,2015-11-01 18:55:19,2015-11-03 20:57:44.127379,2015-11-03 20:57:44.127379,0.00000000000,18.00000000000,227601.18758599999,894729.74738199997,0,227601.187586_894729.747382,19,West Roxbury,3516.40772050,153174720.30399999022,66067.41983820000
236357.521328261849703,902540.337757244356908,55,13029.00000000000,3000.00000000000,2.00000000000,Charlestown... Monument view  2 bed 2 bath 2 Garage parking $3000,,2015-10-28 14:26:00,2015-11-03 20:58:05.226199,2015-11-03 20:58:05.226199,0.00000000000,18.00000000000,236357.52132800000,902540.33775700000,0,236357.521328_902540.337757,13,Charlestown,871.53773669,37964183.80820000172,57509.68864510000
235421.484993362188106,899117.904495407012291,56,13036.00000000000,2950.00000000000,2.00000000000,"Beautiful Pet Friendly 2 bed. No Fee, H/Hw Included, Free Month!",,2015-11-03 19:55:57,2015-11-03 20:58:15.720898,2015-11-03 20:58:15.720898,0.00000000000,18.00000000000,235421.48499299999,899117.90449500002,0,235421.484993_899117.904495,10,South End,471.53346946,20539997.92980000004,17912.33356950000
235416.755602200282738,899124.323171126889065,57,13040.00000000000,2950.00000000000,2.00000000000,"No Fee Beautifully Renovated 2 Bed-1 Month Free, Pet Friendly, 11/15",,2015-11-02 14:20:49,2015-11-03 20:58:15.744768,2015-11-03 20:58:15.744768,0.00000000000,18.00000000000,235416.75560199999,899124.32317100000,0,235416.755602_899124.323171,10,South End,471.53346946,20539997.92980000004,17912.33356950000
235416.788064950989792,899117.880826179170981,58,13042.00000000000,2950.00000000000,2.00000000000,"Brand New 2 Bed for 11/15-No Fee, H/HW Incld, 1 Month Free!",,2015-11-02 14:19:39,2015-11-03 20:58:15.757023,2015-11-03 20:58:15.757023,0.00000000000,18.00000000000,235416.78806500000,899117.88082600001,0,235416.788065_899117.880826,10,South End,471.53346946,20539997.92980000004,17912.33356950000
235665.744938231713604,901225.73369332193397,61,13063.00000000000,2800.00000000000,2.00000000000,Ã¢Â–ÂŒGREAT FOR ROOMMATESÃ¢Â–Â 1/1 Chrming Two Bed in Beacon Hill Brownstone,,2015-11-03 19:55:43,2015-11-03 20:58:31.671524,2015-11-03 20:58:31.671524,0.00000000000,18.00000000000,235665.74493799999,901225.73369300005,0,235665.744938_901225.733693,15,Beacon Hill,200.15610334,8718799.86167999916,14303.82901670000
235670.407752852072008,901232.199899616301991,62,13066.00000000000,2800.00000000000,2.00000000000,Ã¢Â–ÂŒSTEPS TO MGHÃ¢Â–Â 1/1 Charming Two Bed on Beacon Hill 1/2 OFF FEE,,2015-11-03 18:31:30,2015-11-03 20:58:31.688166,2015-11-03 20:58:31.688166,0.00000000000,18.00000000000,235670.40775300001,901232.19990000001,0,235670.407753_901232.1999,15,Beacon Hill,200.15610334,8718799.86167999916,14303.82901670000
235604.599367103772238,901180.881228503887542,63,13067.00000000000,3000.00000000000,2.00000000000,"Penthouse condo w/ roof-deck, laundry!  JANUARY",,2015-11-02 19:58:11,2015-11-03 20:58:31.693709,2015-11-03 20:58:31.693709,0.00000000000,18.00000000000,235604.59936699999,901180.88122900005,0,235604.599367_901180.881229,15,Beacon Hill,200.15610334,8718799.86167999916,14303.82901670000
235623.255743273941334,901238.292145427083597,64,13069.00000000000,2850.00000000000,2.00000000000,Reduced Move-in Costs! Downtown Boston/Beacon Hill (Modern Design),,2015-11-02 19:36:24,2015-11-03 20:58:31.704526,2015-11-03 20:58:31.704526,0.00000000000,18.00000000000,235623.25574299999,901238.29214499996,0,235623.255743_901238.292145,15,Beacon Hill,200.15610334,8718799.86167999916,14303.82901670000
235604.663530642108526,901168.218638596008532,65,13073.00000000000,3300.00000000000,2.00000000000,"//MUST SEE//Gorgeous Sunny updated 2 bd, in unit W/D Red T 1/1",,2015-10-31 16:52:08,2015-11-03 20:58:31.72738,2015-11-03 20:58:31.72738,0.00000000000,18.00000000000,235604.66353100000,901168.21863899997,0,235604.663531_901168.218639,15,Beacon Hill,200.15610334,8718799.86167999916,14303.82901670000
235628.177102651476162,901193.774734309408814,66,13075.00000000000,3310.00000000000,2.00000000000,Ã¢Â˜Â› 1 MONTH FREE! Ã¢Â˜Âš Near MGH/CHARLES ST! HEAT Included! Hardwood Gym,,2015-10-30 19:19:49,2015-11-03 20:58:31.738484,2015-11-03 20:58:31.738484,0.00000000000,18.00000000000,235628.17710299999,901193.77473399998,0,235628.177103_901193.774734,15,Beacon Hill,200.15610334,8718799.86167999916,14303.82901670000
235642.055371130758431,901251.161477643763646,67,13093.00000000000,2850.00000000000,2.00000000000,Beacon Hill * 2 Bedroom * Laundry * No Fee,,2015-10-27 20:36:59,2015-11-03 20:58:31.852949,2015-11-03 20:58:31.852949,0.00000000000,18.00000000000,235642.05537099999,901251.16147799999,0,235642.055371_901251.161478,15,Beacon Hill,200.15610334,8718799.86167999916,14303.82901670000
235090.034867315756856,899319.958478326443583,69,13098.00000000000,2900.00000000000,2.00000000000,South End 2 Bed Penthouse With Private Deck & Roof Space,,2015-11-03 20:33:17,2015-11-03 20:58:37.10833,2015-11-03 20:58:37.10833,0.00000000000,18.00000000000,235090.03486700001,899319.95847800002,0,235090.034867_899319.958478,10,South End,471.53346946,20539997.92980000004,17912.33356950000
235094.731660691672005,899319.981929196976125,70,13099.00000000000,4100.00000000000,2.00000000000,"Huge 2 Bd on Dartmouth St., 2.5 Bath Best of the South end! Avail now!",,2015-11-03 19:53:43,2015-11-03 20:58:37.114909,2015-11-03 20:58:37.114909,0.00000000000,18.00000000000,235094.73166100000,899319.98192900000,0,235094.731661_899319.981929,10,South End,471.53346946,20539997.92980000004,17912.33356950000
229532.743077387654921,892656.47004661813844,72,13116.00000000000,1900.00000000000,2.00000000000,NOW-12/1-BIG & GORGEOUS GEM 6rm 2bd+DEN BY ROSL SQ-ROCHE BROS!CALL FAY,,2015-10-29 19:21:41,2015-11-03 20:58:42.441171,2015-11-03 20:58:42.441171,0.00000000000,18.00000000000,229532.74307699999,892656.47004699998,0,229532.743077_892656.470047,1,Roslindale,1605.56181523,69938272.67229999602,53563.91259710000
237687.727230551070534,896482.155501869507134,75,13205.00000000000,2400.00000000000,2.00000000000,Incredible Deal Right By JFK - UMass Boston! Util Incl.,,2015-11-03 19:43:18,2015-11-03 20:59:09.164463,2015-11-03 20:59:09.164463,0.00000000000,18.00000000000,237687.72723100000,896482.15550200001,0,237687.727231_896482.155502,22,Dorchester,4662.86080579,203114216.70800000429,104344.03400499999
233107.619729945174186,899195.819627562537789,81,13230.00000000000,2600.00000000000,2.00000000000,"Fenway Ã¢Â˜Â… 2 bedroom + HT/HW free, granite kitchen",,2015-11-03 19:42:37,2015-11-03 20:59:40.731439,2015-11-03 20:59:40.731439,0.00000000000,18.00000000000,233107.61973000001,899195.81962800003,0,233107.61973_899195.819628,17,Fenway,560.61621896,24420442.49830000103,24620.87645220000
229693.791345393692609,899263.20949283905793,85,13256.00000000000,2600.00000000000,2.00000000000,"SUN SOAKED RENOVATED TOP FLOOR 2 BED! W/D, GARAGE PARKING & ROOF DECK!",,2015-11-03 19:30:37,2015-11-03 20:59:51.463286,2015-11-03 20:59:51.463286,0.00000000000,18.00000000000,229693.79134500001,899263.20949299994,0,229693.791345_899263.209493,18,Brighton,1840.40123464,80167877.77959999442,48787.51965150000
227272.667040171625558,900258.980582092422992,86,13258.00000000000,1800.00000000000,2.00000000000,1/2 FEE! MODERN CHARMING 2 BED W/ PARKING FOR $50/MONTH! AVAIL 9/1,,2015-11-03 19:30:35,2015-11-03 20:59:56.721446,2015-11-03 20:59:56.721446,0.00000000000,18.00000000000,227272.66704000000,900258.98058199999,0,227272.66704_900258.980582,18,Brighton,1840.40123464,80167877.77959999442,48787.51965150000
228795.709252880595159,899520.504352013929747,87,13265.00000000000,1800.00000000000,2.00000000000,"2 Bd, NO FEE, 3 parking spots, W/D in Unit, Fully Applianced Kitchen!",,2015-11-03 19:30:34,2015-11-03 21:00:01.98789,2015-11-03 21:00:01.98789,0.00000000000,18.00000000000,228795.70925300001,899520.50435199996,0,228795.709253_899520.504352,18,Brighton,1840.40123464,80167877.77959999442,48787.51965150000
228809.908036995882867,899514.120055035920814,88,13266.00000000000,2000.00000000000,2.00000000000,great deal AVAILABLE NOW | Laundry in Unit+Parking INCLUDED | Pet OK,,2015-10-31 13:15:45,2015-11-03 21:00:01.996573,2015-11-03 21:00:01.996573,0.00000000000,18.00000000000,228809.90803699999,899514.12005499995,0,228809.908037_899514.120055,18,Brighton,1840.40123464,80167877.77959999442,48787.51965150000
233252.730031863058684,899457.425978282466531,91,13280.00000000000,3250.00000000000,2.00000000000,Ã¢Â–ÂŒÃ¢Â–ÂŒÃ¢Â–ÂŒNEVER LIVED IN 12/1 Gorgeous Two Bed W&D In Unit No Fee,,2015-10-28 19:22:16,2015-11-03 21:00:17.763865,2015-11-03 21:00:17.763865,0.00000000000,18.00000000000,233252.73003199999,899457.42597800004,0,233252.730032_899457.425978,17,Fenway,560.61621896,24420442.49830000103,24620.87645220000
231991.140941239253152,896587.665793485473841,101,13308.00000000000,2400.00000000000,2.00000000000,Sunny and Spacious 2 Bed in JP! Available Now!,,2015-11-03 19:26:24,2015-11-03 21:00:49.355833,2015-11-03 21:00:49.355833,0.00000000000,18.00000000000,231991.14094099999,896587.66579300002,0,231991.140941_896587.665793,2,Jamaica Plain,2519.23531679,109737890.39599999785,56349.93716140000
232009.815071984136011,896632.292636955389753,102,13309.00000000000,1800.00000000000,2.00000000000,"NOV - Stonybrook Stunner! Classic charm, GREAT deal, PRIME JP!",,2015-11-02 19:01:47,2015-11-03 21:00:49.363282,2015-11-03 21:00:49.363282,0.00000000000,18.00000000000,232009.81507200000,896632.29263699998,0,232009.815072_896632.292637,2,Jamaica Plain,2519.23531679,109737890.39599999785,56349.93716140000
229531.643827949475963,899650.741774230613373,105,13315.00000000000,4500.00000000000,2.00000000000,BRAND NEW PENTHOUSE SUITE IN LUXURY HIGH RISE AVAILABLE NOW!,,2015-11-03 19:25:05,2015-11-03 21:00:49.398434,2015-11-03 21:00:49.398434,0.00000000000,18.00000000000,229531.64382800000,899650.74177399999,0,229531.643828_899650.741774,18,Brighton,1840.40123464,80167877.77959999442,48787.51965150000
234090.424332813767251,900015.05087136302609,106,13343.00000000000,7500.00000000000,2.00000000000,BACK BAY - TOP FLOOR CONDOMINIUM AVAILABLE! LARGE PRVT DECK!,,2015-11-02 12:51:57,2015-11-03 21:01:00.821577,2015-11-03 21:01:00.821577,0.00000000000,18.00000000000,234090.42433300000,900015.05087100004,0,234090.424333_900015.050871,11,Back Bay,399.31281380,17394066.16970000044,19455.67114640000
233027.510622612258885,899163.563470912980847,109,13368.00000000000,2600.00000000000,2.00000000000,GRANITE KITCHEN / DISHWASHER / FULL SIZE LR / LOOK@PICS!!,,2015-11-02 20:21:40,2015-11-03 21:01:16.645146,2015-11-03 21:01:16.645146,0.00000000000,18.00000000000,233027.51062300001,899163.56347099994,0,233027.510623_899163.563471,17,Fenway,560.61621896,24420442.49830000103,24620.87645220000
227781.382278413831955,900540.999584920937195,110,13380.00000000000,1600.00000000000,2.00000000000,Dog ok! 2 Parking Laundry  Spare room / Sun room - Nov 1st,,2015-10-27 14:54:46,2015-11-03 21:01:27.178476,2015-11-03 21:01:27.178476,0.00000000000,18.00000000000,227781.38227800000,900540.99958499998,0,227781.382278_900540.999585,18,Brighton,1840.40123464,80167877.77959999442,48787.51965150000
233296.212593593285419,899253.915481388918124,111,13381.00000000000,2400.00000000000,2.00000000000,11/01 * LONGWOOD Sunny & Quiet Front Facing 2 Bed w H/HW Inc. Cats OK,,2015-11-03 19:35:44,2015-11-03 21:01:32.42068,2015-11-03 21:01:32.42068,0.00000000000,18.00000000000,233296.21259400001,899253.91548099997,0,233296.212594_899253.915481,17,Fenway,560.61621896,24420442.49830000103,24620.87645220000
234746.070037636149209,898223.579814159427769,112,13384.00000000000,2550.00000000000,2.00000000000,Awesome Two Bed Apartment/ Open Kitchen with Dishwasher/Granite!!,,2015-11-03 19:20:42,2015-11-03 21:01:37.668094,2015-11-03 21:01:37.668094,0.00000000000,18.00000000000,234746.07003800001,898223.57981400006,0,234746.070038_898223.579814,9,Roxbury,2108.46063789,91844545.38639999926,49488.80048470000
235924.611132844904205,899527.780432305298746,114,13453.00000000000,3300.00000000000,2.00000000000,PERFECT FOR ROOMMATES || Seconds to i93 & i90 || Pool & Roof Deck!,,2015-11-03 19:19:24,2015-11-03 21:01:53.834224,2015-11-03 21:01:53.834224,0.00000000000,18.00000000000,235924.61113300000,899527.78043200006,0,235924.611133_899527.780432,10,South End,471.53346946,20539997.92980000004,17912.33356950000
235784.393457046971889,900169.873039628728293,115,13457.00000000000,3295.00000000000,2.00000000000,High End 2 Bed 2 Bath in Unbeatable Location! Pets Ok W/D in Unit 11/1,,2015-11-03 19:31:26,2015-11-03 21:01:59.100538,2015-11-03 21:01:59.100538,0.00000000000,18.00000000000,235784.39345700000,900169.87303999998,0,235784.393457_900169.87304,16,Downtown,486.87728589,21208374.57369999960,44225.94040830000
235779.794501652708277,900150.744208809570409,116,13463.00000000000,3400.00000000000,2.00000000000,|INTRODUCTORY PRICING| Back Bay 2 Bed 2 Bath at a LOW COST! Avail 11/1,,2015-11-03 19:21:18,2015-11-03 21:01:59.132832,2015-11-03 21:01:59.132832,0.00000000000,18.00000000000,235779.79450200000,900150.74420900003,0,235779.794502_900150.744209,16,Downtown,486.87728589,21208374.57369999960,44225.94040830000
235793.86829775760998,900169.921292176586576,117,13467.00000000000,3000.00000000000,2.00000000000,NO FEE + FREE RENT be the first to live in this amazing 2 bed 2 bath,,2015-11-03 19:18:04,2015-11-03 21:01:59.154658,2015-11-03 21:01:59.154658,0.00000000000,18.00000000000,235793.86829799999,900169.92129199998,0,235793.868298_900169.921292,16,Downtown,486.87728589,21208374.57369999960,44225.94040830000
236233.43215464730747,900057.652469154563732,118,13478.00000000000,3400.00000000000,2.00000000000,BRAND SPANKING NEW Luxury 2 Bed in the Busy Leather District! Avl NOW,,2015-11-03 19:34:48,2015-11-03 21:02:04.547801,2015-11-03 21:02:04.547801,0.00000000000,18.00000000000,236233.43215499999,900057.65246899996,0,236233.432155_900057.652469,7,Chinatown,76.32410468,3324678.00026000012,9736.59041261000
236224.006919195089722,900063.935326636419632,119,13491.00000000000,3400.00000000000,2.00000000000,11/1 * FREE RENT & NO FEE * 2 bed 2 bath brand new luxury apartment,,2015-11-03 19:16:29,2015-11-03 21:02:04.630861,2015-11-03 21:02:04.630861,0.00000000000,18.00000000000,236224.00691900001,900063.93532699998,0,236224.006919_900063.935327,7,Chinatown,76.32410468,3324678.00026000012,9736.59041261000
236190.869676456291927,900082.870015268214047,120,13492.00000000000,3400.00000000000,2.00000000000,SPECTACULAR 2 Bed 2 Bath IDEAL For City Life! NO FEE & SPECIALS!,,2015-11-03 19:16:20,2015-11-03 21:02:04.635691,2015-11-03 21:02:04.635691,0.00000000000,18.00000000000,236190.86967600000,900082.87001499999,0,236190.869676_900082.870015,7,Chinatown,76.32410468,3324678.00026000012,9736.59041261000
236233.366295806539711,900070.426100179320201,121,13512.00000000000,3450.00000000000,2.00000000000,"2 Bed/ 2 Bath in Luxury Bldng next to Tufts, Tstop, Boston Common",,2015-11-02 20:32:18,2015-11-03 21:02:04.760542,2015-11-03 21:02:04.760542,0.00000000000,18.00000000000,236233.36629599999,900070.42610000004,0,236233.366296_900070.4261,7,Chinatown,76.32410468,3324678.00026000012,9736.59041261000
236209.737201479438227,900082.96720467810519,122,13513.00000000000,3650.00000000000,2.00000000000,Amazing New Luxury 2Bd-2Ba-ONE MONTH FREE!!NO BROKER FEE!,,2015-11-02 18:51:47,2015-11-03 21:02:04.766336,2015-11-03 21:02:04.766336,0.00000000000,18.00000000000,236209.73720100001,900082.96720499999,0,236209.737201_900082.967205,7,Chinatown,76.32410468,3324678.00026000012,9736.59041261000
236209.900883036840241,900051.19973894872237,123,13515.00000000000,3500.00000000000,2.00000000000,"Luxury NEW 2 Bed NO FEE. Steps to Tufts, Orange & Red T.",,2015-11-02 18:42:25,2015-11-03 21:02:04.777662,2015-11-03 21:02:04.777662,0.00000000000,18.00000000000,236209.90088299999,900051.19973899995,0,236209.900883_900051.199739,7,Chinatown,76.32410468,3324678.00026000012,9736.59041261000
236200.262243533972651,900082.918391437386163,124,13525.00000000000,3430.00000000000,2.00000000000,"11/01 NO FEE* Convenient Location to Tufts* W/D, Petfriendly!",,2015-11-02 02:22:29,2015-11-03 21:02:04.838604,2015-11-03 21:02:04.838604,0.00000000000,18.00000000000,236200.26224400001,900082.91839100001,0,236200.262244_900082.918391,7,Chinatown,76.32410468,3324678.00026000012,9736.59041261000
235244.424407646554755,898652.487597043160349,126,13581.00000000000,3600.00000000000,2.00000000000,|AMAZING SPECIALS| NO FEE 2 Bed 2 Bath Renovated w Laundry in Unit!,,2015-11-03 19:16:12,2015-11-03 21:02:20.867269,2015-11-03 21:02:20.867269,0.00000000000,18.00000000000,235244.42440799999,898652.48759699997,0,235244.424408_898652.487597,10,South End,471.53346946,20539997.92980000004,17912.33356950000
